id,premise,hypothesis,lang_abv,language,label
be7862222f,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo does not sell papyrus.,en,English,2
6502f89b68,"But uh, think about it.",I think about it often.,sw,Swahili,1
8e4cbad240,"If you land by boat, Caravelle beach is yours for the using; otherwise you'll have to pay a nominal charge to the vacation club that owns the acreage.",You have to pay to use the Caravelle beach if you go by boat.,en,English,2
a46018eb1e,away from the children,No adults allowed near the children,en,English,1
59ae28b412,"Ca'daan felt his skin get hot and unable to come up with any suitable response, moved on.",Ca'daan was freezing!,en,English,2
b979924ebb,and i'll go there for you know two months straight we won't go anyplace else,I won't go there ever again.,en,English,2
873123054a,"News berates computer users for picking obvious, easily cracked passwords and chastises system administrators for ignoring basic security precautions.",The media chastises users for picking unsafe passwords and system administrators for not implementing effective security precautions.,en,English,0
c1dc3b6f75,"However, the associated cost is primarily some of the costs of assessing and collecting duties on imported merchandise, such as the salaries of import specialists (who classify merchandise) and the costs of processing paperwork.",the associated cost is how much people spend relative to this amount,en,English,1
d0ec718bbd,guess it didn't last too long at the box office but i thought it was pretty good,"Wow, it lasted in the box office for so long, I'm surprised.",en,English,2
3c7034d647,"This is my old friend, Monsieur Poirot, whom I have not seen for years.""",Monsieur Poirot is someone I used to work with back in college. ,en,English,1
aac1c76a97,"Sitting up at night is always rather jumpy, she confessed.","She confessed to her cat, ""Sitting up at night is a rather jumpy experience.""",en,English,1
16826dd4fa,yes you should definitely go cordless,The one you have was definitely just a chord version.,hi,Hindi,2
4c441b57d9,The community courthouse will be held every second Tuesday of the month at Carver at 217 Paso Hondo.,They held their meetings on every Friday night.,en,English,2
5db181cde3,Looking for a key to keep safe? (Sorry for using bad words),I don't see what I just said to be funny.,th,Thai,2
33e126a3ad,Kill chickens.,Kill feathered animals.,en,English,1
ba426b1fc5,Figure 3 shows the main results for the two models.,Figure 3 shows the growth rate of the city.,ur,Urdu,2
0e4e79d321,"The Weekly Standard argues that America should back Lee with words now and, if necessary, military force later, but the Washington Post reports that the U.S. envoys will pressure him to back down.",The Weekly Standard and Washington Post commonly have opposing views.,en,English,1
c4057f05af,"Even the most aged and infirm travel here to die, for nothing is more blessed for a devout Hindu than to die in the great waters of the Varanasi and thus be released from the eternal cycle of rebirth.","Sick and elderly people travel here from all over the country, and even from other countries.",en,English,1
3581491cf9,News argues that most of America's 93 million volunteers aren't doing much good.,News says that a lot of America's volunteers are not helping.,en,English,0
c4f5c0ac94,well yeah that really is scary,That is frightening.,en,English,0
f3edb0c6b2,Annette told me how you'd escaped.,The dog told me that you escaped. ,en,English,2
0119de8063,"And, oh, one of my time was training people how to parachute on nuclear weapons, that is, the nuclear bomb itself.",You only need to apply a slight amount of force to depress the automatic bomb trigger.,ur,Urdu,1
a1c0399adc,yeah i'm i'm sort of an acting process engineer but not officially but that's pretty much what i do yeah,Engineers usually need to be licensed and well educated.,en,English,1
37625d45f5,"The castle itself comprises an early 17th-century tower house, restored with Irish oak from the park which is held together without a single nail.","The Irish oak from the park does not need to be held together with nails, it has natural adhesive abilities.",en,English,1
ad11676a19,well that's right because uh one day it'll be eighty and the next day it'll be about thirty below i tell you what and uh,"Eventually the temperature will reach eighty and then thirty below zero, it fluctuates.",en,English,0
d969597470,"Prudence, our advice writer, has retired, and her column has been taken over by her niece, also named Prudence.",Someone will take the reins where Prudence left off.,sw,Swahili,0
8fd59db342,He was crying like his mother had just walloped him.,He was crying like he had his heart broken.,en,English,1
c7e3a302ad,oh i see the vibe here,I don't like the negativity this place emanates.,zh,Chinese,2
354cfb97b6,"Try a selection at the Whisky Heritage Centre (they have over 100 for you to sample), where you can then buy a bottle or two of your personal favorite in the shop or in stores around the city.",There are at least 100 things to sample at Whisky Heritage Centre.,en,English,0
bcca41fcbd,We have more to achieve and I can't imagine any other better corporate partner to help them.,We want to increase our sales volume by 50%.,zh,Chinese,1
1e4c753335,Why bother to sacrifice your lives for dirt farmers and slavers?,No one cares about the dirt farmers and slaves.,en,English,1
5777575ffc,"Jacob Weisberg's excellent essay, Car Talk, about the key to this year's gubernatorial and municipal elections, redefines the word empire.",Weisberg wrote about dogs.,el,Greek,2
5580ae29bc,"Your support helps the society maintain quality care of animal and plant collections and conduct important research on rare species, including Species Survival Plan research.",The Society cares about young children.,es,Spanish,2
759532b340,"First, a cliché can be defined as a fanciful expression that has lost its fancifulness through repetition.",Cliches are delectable foods.,el,Greek,2
0809079efb,This is why it is disturbing if the dress and decoration are not in harmony.,It is nice to see any harmony between dress and decoration.,ar,Arabic,2
e46f6c656c,"Restored in 1967, the beautiful exterior is complemented by the fine period furniture housed inside.",There was no restoration done to the exterior.,en,English,2
a710a5dd3c,oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,I'm looking at IBM right now but I've looked at tons of other things.,en,English,1
2eb7ebf7ce,"True devotees talk shop at even more specialized groups, such as one on Northeastern weather (ne.weather), whose recent conversation topics included the great blizzard of 1978 and the freak snowstorm of May 1977.","Ne.weather is a general discussion group, not only about weather. ",en,English,1
cf4ff98060,"Just as in ancient times, without the River Nile, Egypt could not exist.",Egypt could thrive without the nile river.,en,English,2
bc51dde785,It must be a difficult situation for you all.,It must be a tough situation for everyone.,en,English,0
e313ac9f04,And I was like I'm almost done.,I told them I was almost done.,el,Greek,0
180f1cc928,well i think of uh you mean as far as retirement,I think you are retiring soon.,en,English,1
6e6a311906,Spock did not cure American mothers and fathers of their impossible dream of being professional parents equipped with the developmentally correct answers.,Spock was unable to cure the impossible dream of American parents.,en,English,0
7e47d1b52a,This is the biggest defeat of the ultimate Republican,Now no other Republican fallback will work.,hi,Hindi,1
db28679af4,"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",It is necessary for these audits and evaluations to be performed at least once a year.,en,English,1
4317e179a4,'I don't suppose you could forget I ever said that?',"It's not likely you'll forget that, right?",en,English,0
c4cdf27293,yeah it's a U S territory and it's just we own it or,"I used to be great at remembering this type of thing, but now I don't.",en,English,2
3ba86825f0,"Conversely, if new precedents never make waves, common law could hardly develop.",New laws are original.,de,German,2
791d20b01c,That is exactly what our head coupon issuer Alan Greenspan did in 1987--and what I believe he would do again.,"This is what Greenspan did in 1987 and what I think he will do again, much to the detriment of the economy.",en,English,1
0ba7925c7a,"Even us if you needed,"" said Jon.",He told them not to ask him to lift a finger.,en,English,2
5b5d3e1708,"But there are two kinds of  the pleasure of doing, and the pleasure of not doing; the pleasure of indulging, and the pleasure of abstinence.",The pleasure of doing is much stronger than that of not doing.,en,English,1
12ba4ebcf5,"Even though Rock 'n' Roll is racing down the lane as fast as VETTE candy apples, FOREVER PLAID believes in their music.",Only a few teenagers still listen to Rock 'n' Roll.,vi,Vietnamese,1
68b14c67b2,"From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.",There are so many places to shop that you can find anything you need.,en,English,0
ca7b5aeb73,The contrast between the landscape of the central highlands and the south coast could not be more marked.,The contrast between the highlands and the coast were easily marked.,en,English,0
022f89142f,"Move, Captain, and tell them to send a boat and make sure Miss is here.",The Miss had finally arrived and only felt the need to signal the boat.,de,German,0
85e7b1735e,It was worth the trip for that.,Someone gained something from it.,en,English,0
1d26b73ce6,"In a still faintly Victorian atmosphere, Dinard has preserved all the best assets of a good luxury villas and long, paved promenades, plush hotels, elegant boutiques, discothyques, casino, parks and gardens, and an Olympic-size public swimming pool.",Dinard does not have a public swimming pool.,en,English,2
b2d588de01,"Therefore, I do not have any specific stories.",There are a lot of stores.,ar,Arabic,1
10b7c1dffd,"And Grandma told the story of how her sister and her sister's husband decided they should move to the city, to Augusta, and pass for white.",Grandma's sister wasn't white.,el,Greek,0
1df5f87478,"In the struggle against terrorism, these distinctions appear largely artificial.",There is a struggle against terrorism.,ar,Arabic,0
d30dd711ba,Albino Alligator (Miramax).,Alligators are all born with identical color sequences.,en,English,2
37c2f51909,"At Gatehouse, in Kent.","Located in Kent, within the Gatehouse.",en,English,0
5d2e32ee8c,Since his death it has been transformed into the Bob Marley Museum and carefully managed by the Marley family to protect the memory of his life.,The Marley family burned the museum down after Bob died.,en,English,2
095eb96c35,A recent Lou Harris poll shows that more than 66 percent of today's female business leaders have a Girl Scout background.,Only 10 percent of female business leaders have been in Boy Scouts.,zh,Chinese,2
ed7c5db416,in one sense um i'm i'm an older person in my fifties so i feel that we've lost some things in the sense that women have to work today,"As someone from an older generation, I feel like things have changed.",en,English,0
40f0e49388,The late 18th century was indeed a wonderfully simplistic time.,Someone remembers the end of the 18th century.,fr,French,0
606ed9a581,"We look forward to a national debate on the merits of what we propose, and we will participate strongly in those discussions.",There's no point in discussing this issue.,tr,Turkish,2
29ef96420a,"You, along with other caring members, will help preserve and promote our state's proud heritage.",The state needs everyone to donate $20 to support heritage.,fr,French,1
60087ddb9c,"Now sink of sorrow I who live--the more the wrong!Who wishing death, whom death denies, whose thread is all too long;Who tied to wretched life, who looks for no relief,Must spend my ever dying days in never ending grief.",I think that everything is awesome and happy at all times.,en,English,2
39b83ccf65,yeah what do you do,What don't you do?,en,English,2
1aae6c159e,My nephew asked me for an acoustic guitar for his birthday next week.,What my nephew really wanted for his birthday was a banjo.,zh,Chinese,2
d79ed84820,The flower crown of praise symbolizing victory and the olive branch symbolizing peace are decorated with acanthus leaves and carpets.,The carpet is beige.,th,Thai,1
73ccdc9cc8,"It's like oversimplified, the first one he gave me was very detailed and complicated, and this second one is very simple.",He only gave me one version and it was only a few lines alone.,hi,Hindi,2
5a9ce3587e,Hughes has accomplished this in part by the unusual technique of double ghosting.,He was not able to ghost.,en,English,2
e598d8fb4d,I think it is important for everyone to understand the extent to which First-Class mail is already carrying a disproportionate share of the institutional cost or overhead burden of the postal system.,The burden is enough for first class mail to handle.,en,English,2
fd47c98d04,"In a fleeting moment, the blood captain saw what was going on in their minds.","For the life of Captain Blood, he couldn't figure out what was on their minds.",ar,Arabic,2
b95d0ce99b,"Keep your eyes open for Renaissance details, grand doorways, and views into lovely courtyards.",The Renaissance features are very easy to notice.,en,English,1
65514af32d,"They asked a few questions and I answered them and they said, Take your luggage and get out of there immediately, and go to the address you're supposed to arrive at when you get to Washington.",They said I should stay home.,vi,Vietnamese,2
cfe2ecb504,Other Major Museums,Different Large Museums.,en,English,0
7d990a72e8,The aggregate effect on the amount of federal government saving is what affects the level of national saving and economic growth.,Federal government saving has no affect on economic growth.,en,English,2
3e09876ceb,"When Dot took over our property, we moved to a very small area in Concord where no animals are allowed because it is zoned, and that was the end of the animal story.",Pets are not allowed in our home in Concord.,ur,Urdu,0
35c344566b,Nemeth promised to investigate the motel in question.,Nemeth told someone that he would investigate the motel.,es,Spanish,0
a47f5fd34d,well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,it's fascinating that you are at a distance,en,English,0
9cb26f1f66,"It was a file with many tabs, all different, each tab had a different spreadsheet.",These tabs show the current balance of all accounts.,hi,Hindi,1
a024aac97b,I was out on a Royal Mary....,Royal Mary was carrying me to Jamaica.,ar,Arabic,1
d5cec73ac1,"His fantastic body could heal itself against whatever they did to him, and his mind refused to accept the torture supinely.",His weak body could not heal itself against the tiniest scratch.,en,English,2
683c853cff,"And, of course, the great monument of the 18th century, understanding freedom is the constitution and the bill of rights",People in the eighteenth century understood freedom.,sw,Swahili,0
177ffff3af,Cambridge University Press wished to celebrate the 200th anniversary of the Life of Johnson de Boswell by publishing a collection of fourteen essays on the biographer and his subject.,Boswell wrote the Life of Johnson about 200 years ago.,fr,French,0
81e7b96b4d,"In Hollywood Strikes Back, Nancy Griffin recounts how Michael Eisner extended an olive branch to his former friend Mike Ovitz, but Ovitz refused.",Mike Ovitz turned down Michael Eisner's attempt to settle their differences because of suspicions surrounding finances and corporate outlook.,fr,French,1
94435474d1,He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,Steve Jobs explained how the website would make it easier for poor people to gain access to the internet.,en,English,1
ec5e30dc62,"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.",Fannie Mae has a public-relations team of forty.,en,English,1
a6ef24723c,Load time is divided into elemental and coverage related load time.,The load time is separated.,en,English,0
be42af0021,"While parents may pick up this gay semaphore, kids aren't likely to.",Gay kids always recognize gay signals. ,en,English,2
6a25b78c2e,"No, I don't know. ","Yes, I know.",en,English,2
7e491d1499,"Once or twice, but they seem more show than battle, said Adrin.",Adrin said they liked to perform more than they did fight.,en,English,0
9aef058006,"He was born in 1880, like 188, or 1889, I think he was born then.",He was born in December 1880.,zh,Chinese,1
207e9f0e96,"Bush the elder came of age when New England Republicans led the party, and patrician manners were boons to a Republican.",New England Republicans were weak.,en,English,2
2c812bee02,"You can see by reading the code, my friend, that there are still many federal and state tax advantages to making charitable contributions.",There are some advantages to making a charitable contribution.,ar,Arabic,0
7f35d8f01a,"We recognize that a costly change in NORAD's defense posture to deal with the threat of suicide bombers, before such a threat has materialized, would be a hard sell.",It costs more than five million dollars a day to increase the NORAD defense position.,sw,Swahili,1
8912eb2833,I think that's why I remember.,That's probably why I remember his name.,zh,Chinese,1
17b511d596,Members receive discounts on community products and publications available through the catalog and at the historic Souq Gift Shop located in our beautiful community home.,Members have a 25% discount.,ar,Arabic,1
c33c2e38de,"It is not clear whether pre-2010 systems can be installed, but this schedule is likely to be too slow for safety reasons.",The system is difficult to set up because hackers attack it every night.,hi,Hindi,1
4f986e7536,His failure will endure.,The man will be remembered for failing.,en,English,0
fafb769cf6,oh well yeah that's all i have to say thank you,Good riddance is all I have to say.,en,English,2
514cbb67d2,"83 At that point, Poirot nudged me gently, indicating two men who were sitting together near the door. ",The door was clear of anyone sitting near it.,en,English,2
83b4688998,Three Japanese banks will merge to create the world's largest financial institution.,The merger will create another insignificant bank.,de,German,2
c801a2792b,"Showpieces are the new lion exhibition, snow leopard and cheetah exhibition as well as an African tropical rainforest with gorillas and warthogs.","Some popular attractions include the new lion exhibit, snow leopards and cheetahs and an African tropical rainforest.",de,German,1
9180925a49,"In both Britain and America, the term covers nearly everybody.",In both Britain and America the term covers almost everyone except for Israelites.,en,English,1
226ca1a232,Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.,America's opinion on Saddam would also worsen.,en,English,1
fbfe5e0b02,"You can see it from the air. The Sarawak is the country's longest river, flowing 563 km (351 miles) from the mountains on the border with Indonesia to the South China Sea.",This area is estimated to be 300 miles long.,ur,Urdu,0
886367bbb6,"North of Mytilini, stop at the village of Moria, where you will find the remains of a huge Roman aqueduct surrounded by grazing goats.",The village of Moria contains the ruins of a massive Roman aqueduct.,en,English,0
9b012fd451,"Yet, in the mouths of the white townsfolk of Salisbury, N.C., it sounds convincing.","White townsfolk in Salisbury, N.C. think it sounds convincing.",en,English,0
630394354c,We refund 58% of the money from ticket sales and 32% will be raised from donations and gifts from friends like you.,This is the last year we will be doing ticket sales.,bg,Bulgarian,1
9cfecb0b47,"The leading Italian travel guide to Rome soberly claims that this building is nicknamed Il Colosseo Quadrato, The Square Colosseum.",The building is nicknamed Il Colosseo Quadrato.,de,German,0
c6f476df91,"Ocho Rios is Spanish for  eight rivers,  but this name is not descriptive of the area.","Ocho Rios means pink penguins in Spanish, and this name describes the area.",en,English,2
59bcdbf41c,"Massive tidal waves swept over Crete, and other parts of the Mediterranean, smashing buildings and drowning many thousands of people.",The waves came with no warning to the inhabitants.,en,English,1
0e0f12c4e0,"You certainly don't even think about it, Peter!",Peter thought he would survive if he jumped off a three-story building.,ru,Russian,1
c8652bb575,"These revelations were embarrassing to Clinton's opponents, wrote the Washington Post . The Sun-Times quoted Rahm Emanuel, Stephanopoulos' successor, on the  From Day One I always thought this was politically motivated and had politics written all over it; after five years, it is nice to have the truth catch up with the president's political opponents.",Clinton's supporters were pleased with how the hearings went.,en,English,1
9e387ddc0e,"As it is now, Web companies not only have the ability to provide diabolically precise demographic targeting to political campaigns, they can also make such offers exclusively.",Web companies use this advantage to assist those politicians that they prefer for office. ,en,English,1
ce979aee58,The museum is well laid out and the perfect size for relaxing away a couple of hours on a wet day.,The museum has a comprehensive collection for you to view and admission is cheap.,en,English,1
dc9a391f46,Do you know who would understand?,Someone will always understand.,zh,Chinese,1
a8973dc5a6,"There may be a small savings at the factory showrooms in Manacor, where you'll have the biggest choice.",The factory show rooms are cheaper.,en,English,1
c4ed339776,Provide a professional atmosphere for many talented actors in the community to improve and refine their skills,Some actors use community theater to improve.,el,Greek,0
19b340defd,"But in all probability the girl will have entirely forgotten the intervening period, and will take up life where she left off at the sinking of the Lusitania.""",The man will remember that period and will take up life where he left it off.,en,English,2
ed632abd41,In the closing years of the 19th century there was much debate about the word,The word was a topic of debate many years ago.,ur,Urdu,0
5ddc285db6,"Democratization, too, does not change the underlying realities of international geography.",Democratization cannot change much of the reality of international geography.,fr,French,0
fb9c46eb8f,Great grief hit California hard.,California was hurt by the bad economy.,sw,Swahili,0
9b6ee58d03,It is extremely dangerous to  Every trip to the store becomes a temptation.,It is extremely dangerous to go to the gardening store.,en,English,1
253de5f2e9,"The King James Bible, which contains many such archaisms, preserved them for modern English; Wherefore usually appears more in the tautology of Whys and Wherefores.",The King James Bible contains many ancient words and phrases.,de,German,0
e0036da1c5,"Finally, a fireman—who had earlier seen through a window that the West Tower had collapsed—urged everyone to leave, as that tower could also fall.",The fireman sent a message to his superiors about the tower falling.,el,Greek,1
126d99055f,"And then I was off, the world exploding behind me.",The world was exploding in front of me.,en,English,2
dc76a67990,He was standing in front of a grey backdrop- somewhere that could be anywhere.,He stood in front of a backdrop.,en,English,0
789ca56aec,The MCI website outlines the intended method for measuring these home runs.,The MCI website has easy-to-understand guidelines for measuring home runs.,fr,French,1
b82c59d12d,"Fiscal year 2000 was a tremendous year of achievement and success for GAO, a year of great benefit to Congress and the American taxpayer.",2000 was the worst year ever.,ur,Urdu,2
10ca1e9391,"Although some funds are raised in the United States for al Qaeda or affiliated groups, the United States is not al Qaeda's primary source of funding.",He also sent money to al Qaeda.,vi,Vietnamese,1
f7e58ad9d9,Cooperation between the program and the integrity divisions is the means by which emerging issues are addressed.,The two groups work together.,es,Spanish,0
aee48961bf,no never heard of it,It was a popular type of latex house paint.,en,English,2
3c7824f1e7,Another thing those early French and Dutch settlers agreed upon was that their island should be free of levies on any imported goods.,The French and Dutch settlers preferred a tax on imports.  ,en,English,2
e5b715e02f,"The audible distance, about 3 kilometers (2 miles) in diameter, is considered a giant crater formed after a powerful volcanic eruption.",The sound that echoed 2 miles away was definitely not caused by a volcanic eruption.,vi,Vietnamese,2
ed0226dd6e,"Relationship Between Quality of Life Instruments, Health State Utilities, and Willingness to Pay in Patients with Asthma.",Asthma patients have a difficult time with health. ,en,English,1
abdc5b7ce4,The door did not budge.,"The door was stuck, so it did not move. ",en,English,0
568e18c9fb,"Top honors go to Riven - or an adaptation of the best computer game of all time, Myst - about a man stranded on an island",The developers of Myst made more than a billion dollars selling the game.,sw,Swahili,1
d78a81b009,"Speaking to audiences like high school students - more than 6,500 students, state professional conference attendees, a Pan-Am press event, the entire US.",There will be thousands of students from first-graders to graduates.,ru,Russian,0
e1d8fb0a8f,what does um is Robby Robin Williams does he have a funny part in the movie or is,How much screen time does Robin Williams get in the movie?,en,English,1
02ce2c3150,Hatch : Muslims treat Moses as a great prophet.,The Muslims don't speak of Moses.,en,English,2
542863c758,Go beyond these places in Nathaniel Hawthorne's House with Seven Roofs.,There are more sights to see.,tr,Turkish,0
3ddc70c4b2,"These men had never seen rain before, Jon realized.",The rain was a novelty to the men.,en,English,0
c5c1dd8d70,i'll listen  and agree with what i think sounds right,I'll listen to the person talking about trains.,en,English,1
392b1ccdfd,"Intelligence report, interrogation of detainees, 2 December 2001.","The intelligence report was written on December 3, 2001.",bg,Bulgarian,1
c1260b4f49,"Mr. Inglethorp, said the Coroner, ""you have heard your wife's dying words repeated here. ","Mr. Inglethorp, we are sorry we couldn't repeat your wife's dying words.",en,English,2
b5204ad4d8,"Beyond Payangan, a narrow, almost untrodden road leads through scenic countryside straight to Batur (see page 59).",The road does not reach Batur.,ru,Russian,2
536d3fcab3,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I had only outlined one of the problems.,en,English,2
cdcfcdd669,"If you land by boat, Caravelle beach is yours for the using; otherwise you'll have to pay a nominal charge to the vacation club that owns the acreage.",There is a charge for people arriving at Caravelle beach by land.,en,English,0
50ee9d54d1,"Indeed, recent economic research suggests that investment in information technology explains most of the acceleration in labor productivity growth-a major component of overall economic growth-since 1995.",The investment led to a 60 percent growth in labor productivity.,en,English,1
7a2a340173,We need additional resources to continue efforts to strengthen GAO and become a model for federal governments and de facto organizations around the world.,We want to make GAO stronger.,sw,Swahili,0
b1ac07fd8b,"For example, this kind of word is very simple (for example, what happened, OK)",Erale can mean that there is nothing wrong with something.,zh,Chinese,0
650e501e25,Her sister can pass for white and in fact has passed for white.,Her sister has the most beautiful skin compared to anyone in the neighborhood.,th,Thai,1
7e7ba8b791,"However, the USDA argues that more enforcement power is needed, and to that end a bill is being introduced that aims to expand its authority.",The US Department of Agriculture says it needs more power.,de,German,0
8e9d449852,The Star reports that actress Jodie Foster is pregnant through artificial insemination.,It has been reported by The Star that actress Jodie Foster is pregnant through artificial insemination.,en,English,0
f20ce82b25,that's uh only way to do it,There are so many other ways to do it.,en,English,2
b04ac001a7,The Scotsman reports that the University of Edinburgh is withholding exam results from 90 IT students while management determine whether or not they used the internet to cheat.,Some students may have cheated in the exam.,el,Greek,1
8a3f8df644,It cannot be outlawed.,It has to be made illegal. ,en,English,2
d44259a6d1,"First, injected cannabinoids may not mirror the effects of smoked marijuana.",It's all the same whether you smoke marijuana or inject it.,en,English,2
dabd9a06d3,Wacky Tangent of the  Washington Week in Review host Ken Bode scolded the New York Times Magazine for a Nov. 9 fashion spread he said endorsed the now-discredited fashion trend of heroin chic.,Ken Bode hosts Wacky Tangent.,en,English,0
78ac3ac3eb,"That, too, was locked or bolted on the inside. ",The door was unlocked.,en,English,2
e4e45d52a7,yes i actually had older singers like that or even older singers and older sisters,All my sisters are younger than me.,vi,Vietnamese,2
e92cd8ca35,These rules were not used extensively.,These rules were used often and in high frequency.,en,English,2
483310e434,there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it's interesting that that most people don't realize how small the canal is have you ever been there,This was in 1928,en,English,1
267fc8ddd2,Where alternative country runs into trouble is its tendency to ignore what's durable about country in favor of its stereotypical hay-bales-and-whiskey-bottles shtick.,Country is often associated with things like hay bales and drinking whiskey.,en,English,0
16fac2cd83,"If you have questions or suggestions, please call me (924-5471) or Bob Lovell (274-0622) today.",Bob Lavelle can answer questions.,ru,Russian,0
a80c30480d,"Because they didn't really live in Augusta, they lived in… well, you know, Augusta was still a small town at that time, even though for people who live in big cities like this, Augusta isn't that big.",They lived in the heart of Augusta.,es,Spanish,2
07d4408cab,"No, indeed, said Cynthia. ","No, indeed, said my wife.",en,English,1
fe1d85502a,uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid,"Yeah they did a great job with making that person grow old from 5 to 20 years old, except that last part, you totally knew who that actor was.",en,English,0
2c0a670cfe,The Gaiety Theatre in South King Street is worth visiting for its ornate d??cor.,The Gaiety Theatre is decorated very ornately.,en,English,0
fb07c7547d,Her name is Amali which means hope - and she is certainly an amazing representative of the hope that IZS has to continue conservation efforts for African elephants in Zoos and in the wild.,The IZS organization helps Africa's elephants by chasing poachers.,el,Greek,1
c72a6bb051,"Escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have damaged corn crops, watermelon and melon farms, and rainbow trout hatcheries, the paper said.","Raccoons, if they are abandoned, tend to damage things- this is what has been happening for the past 20 years.",en,English,0
6c752fd83e,yeah pay fifteen yeah yes i know yeah and when you pay fifteen dollars a month it sure takes a long time,"When you only pay $15 per month, it takes a long time.",en,English,0
38a9f8d497,Case Studies in Science Education.,The case studies were done by independent organizations.,en,English,1
c5ec2c603e,"Government/juridical batta, begar, chaprasi, dakoit, dacoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha",We were handed a long list of strange terms.,bg,Bulgarian,1
ea185bad56,"You know this and the benefits that I have just realized, till now I have not been making much profit, but after some time, companies are paying for my education.","No company, big or small, supports any educational expenses.",ur,Urdu,2
0aba016f90,"Rep. Charles Rangel, D-N.Y.: I would say that if you had members of the KKK, that were not directly tied to the murder--that they did not do the murder--that 90 years [in jail] would be excessive.",Rep. Charles Rangel thinks 90 years in jail is excessive for KKK members that were not directly tied to the murder. ,en,English,0
1f9f5935b0,Mihdhar complained about life in the United States.,Mihdhar kept telling his friends that the US was just fantastic.,de,German,2
8fb6b2bacf,In the ancestral environment a man would be likely to have more offspring if he got his pick of the most fertile-seeming women.,Only a man who stayed with one female spread his genes most efficiently.,en,English,2
83941e37da,Analytical Perspectives.,Perspectives can be analytical,en,English,0
713b1359b9,so i don't completely agree with that either,I'm also not entirely in agreement with that either.,en,English,0
e78ff80b42,Don't you remember? Today we're going to auntie Basia's birthday party.',We are not going to Aunt Basia's birthday party today.,en,English,2
2bed799c2d,A sufficiently clever system of taxes and subsidies can induce people to make accurate reports of their own emotional distress.,Some people possess emotional distress to varying degrees.,en,English,0
af4e7662bb,yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that,I usually wait until June before I put anything in the ground.,en,English,2
80fab5d3c4,Emeralds? ,Diamonds?,en,English,2
d439d054e0,The second surprising step is to claim Omnes that some observations cannot be considered.,Omnes said you can see everything.,sw,Swahili,2
5caf0c630a,"I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. ","The man yelled that he would sit down, and sit down he did.",en,English,2
5c1a9b4ad8,"The next year, he built himself a palace, Iolani, which can still be toured in Honolulu.",There is a palace which can be toured in Honolulu.,en,English,0
9c88bd2027,"The US government is quick to release copious amounts of information on military spending, including military intelligence.",The US government won't tell anyone how much it spends on anything.,bg,Bulgarian,2
d991908483,"This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.",Star Pitiful Helpless Giant is a show on UPN about politics.,en,English,1
1f2d53fa2c,Simpson through the tunnels of time.,Simpson in the present moment.,en,English,2
22000a0850,"I have something to show you, he asked, and Lord Julian rode the escort, as he had been told.",Julian got off his mount because he told him he had nothing to show.,ar,Arabic,2
7adfbab24f,"you know that's probably about twenty by, I don't know, twenty by six, something like that, and it's amazing how you know how many plants you can put in there",The number of plants it can contain depends on the types of plants you have placed.,bg,Bulgarian,1
945b321db8,"We still espouse a God-given right of human beings to use the environment for their benefit, says Barrett Duke of the Southern Baptists.",Duke says we can use the environment to our benefit.,en,English,0
d7ba6f7671,"In America, his colleagues are mostly defeated (Miss Mudd, his predecessor on his first job, has retired early in disgust) when they aren't sadistic.","When his colleagues aren't sadistic, they are mostly defeated, so that is why the system is changing.",en,English,1
2089edf725,"While helpful if you're interested in American politics, shows that let you listen to the Watergate tapes or Nixon interviews on foreign affairs are still interesting.",You can ski the Watergate tape yourself.,sw,Swahili,0
b2817dab6e,"Prosperous Dawson City, more innovative and vividly endorsing the Klondike festival, lost ground in 1951 to the transportation and communications hub of Whitehorse, which became the local capital.",Whitehorse is the regional capital.,zh,Chinese,0
f171127d4a,"Chennai, known until 1996 as Madras, is easy-going, pleasant, and remarkably uncrowded.","Chennai is one of the biggest, most bustling cities in the region.",en,English,2
